frame,site,drive,pose,landing_x,landing_y,landing_z,northing,easting,planetocentric_latitude,planetodetic_latitude,longitude,elevation,map_pixel_line,map_pixel_sample,dem_pixel_line,dem_pixel_sample,roll,pitch,yaw,sclk,sol
ROVER,19,0,0,-1526.14,-1236.674,-3.14,-273565.408,8145574.549,-4.615213901,-4.669786736,137.4207696,-4497.9,8205.63,18146.2,2052.33,4537.06,-1.6,1.319,179.669,434700906,419
ROVER,19,320,-1,-1590.732,-1257.643,-3.47,-273630,8145553.58,-4.616303607,-4.670889214,137.4204158,-4497.57,8464,18062.32,2116.92,4516.09,-1.343,0.407,179.326,434968287,422
ROVER,19,1066,-1,-1674.533,-1272.737,-3.1,-273713.801,8145538.486,-4.617717381,-4.672319557,137.4201612,-4497.94,8799.2,18001.94,2200.73,4500.99,3.567,0.15,-155.016,435145271,424
SITE,20,-1,-1,-1691.332,-1315.198,-4.46,-273730.6,8145496.025,-4.61800079,-4.672606288,137.4194448,-4496.58,8866.4,17832.1,2217.52,4458.53,0,0,0,435323489,426
ROVER,20,0,0,-1691.332,-1315.198,-4.46,-273730.6,8145496.025,-4.61800079,-4.672606288,137.4194448,-4496.58,8866.4,17832.1,2217.52,4458.53,4.668,5.763,-154.437,435323489,426
ROVER,20,256,-1,-1718.25,-1348.434,-4.56,-273757.518,8145462.789,-4.618454913,-4.673065733,137.4188841,-4496.48,8974.07,17699.16,2244.44,4425.3,4.09,0.805,-159.333,435585249,429
ROVER,20,764,-1,-1763.306,-1390.161,-5.43,-273802.574,8145421.062,-4.619215035,-4.673834764,137.4181801,-4495.61,9154.3,17532.25,2289.5,4383.57,2.689,-2.619,-149.934,435761729,431
SITE,21,-1,-1,-1809.027,-1451.071,-8.47,-273848.295,8145360.152,-4.619986376,-4.674615145,137.4171526,-4492.57,9337.18,17288.61,2335.22,4322.66,0,0,0,435936073,433
ROVER,21,0,0,-1809.027,-1451.071,-8.47,-273848.295,8145360.152,-4.619986376,-4.674615145,137.4171526,-4492.57,9337.18,17288.61,2335.22,4322.66,2.735,5.15,-138.982,435936073,433
ROVER,21,636,-1,-1873.902,-1510.731,-8.27,-273913.17,8145300.492,-4.621080857,-4.675722453,137.4161461,-4492.77,9596.68,17049.97,2400.09,4263,3.959,3.629,-147.017,436205378,436
ROVER,21,1028,-1,-1900.755,-1518.571,-9.01,-273940.023,8145292.652,-4.621533883,-4.676180788,137.4160138,-4492.03,9704.09,17018.61,2426.95,4255.16,1.98,3.019,-159.13,436291427,437
ROVER,21,1362,-1,-1927.505,-1558.83,-6.93,-273966.773,8145252.393,-4.621985172,-4.676637366,137.4153346,-4494.11,9811.09,16857.57,2453.7,4214.9,-2.847,3.781,-148.136,436379827,438
ROVER,21,1572,-1,-1945.634,-1575.196,-6.73,-273984.902,8145236.027,-4.622291019,-4.676946798,137.4150585,-4494.31,9883.61,16792.11,2471.83,4198.53,2.405,1.952,-139.867,436473367,439
SITE,22,-1,-1,-1948.197,-1578.631,-7.29,-273987.465,8145232.592,-4.622334258,-4.676990544,137.4150005,-4493.75,9893.86,16778.37,2474.39,4195.1,0,0,0,436559977,440
ROVER,22,0,6,-1948.197,-1578.631,-7.29,-273987.465,8145232.592,-4.622334258,-4.676990544,137.4150005,-4493.75,9893.86,16778.37,2474.39,4195.1,-3.353,12.078,-167.389,436559977,440
ROVER,22,484,-1,-1958.564,-1597.893,-8.88,-273997.832,8145213.33,-4.622509156,-4.677167491,137.4146756,-4492.16,9935.33,16701.32,2484.76,4175.84,-2.983,5.262,-150.311,437713121,453
SITE,23,-1,-1,-1954.154,-1689.76,-8.14,-273993.422,8145121.463,-4.622434756,-4.67709222,137.4131257,-4492.9,9917.69,16333.85,2480.35,4083.97,0,0,0,437800786,454
ROVER,23,0,0,-1954.154,-1689.76,-8.14,-273993.422,8145121.463,-4.622434756,-4.67709222,137.4131257,-4492.9,9917.69,16333.85,2480.35,4083.97,3.807,6.02,-148.2,437800786,454
ROVER,23,616,-1,-1995.279,-1735.164,-8.08,-274034.547,8145076.059,-4.62312856,-4.677794155,137.4123597,-4492.96,10082.19,16152.24,2521.47,4038.57,-0.21,0.787,141.299,437892700,455
ROVER,23,890,-1,-2015.127,-1765.928,-8.35,-274054.395,8145045.295,-4.623463408,-4.678132927,137.4118407,-4492.69,10161.58,16029.18,2541.32,4007.8,-0.859,3.925,-153.552,438777705,465
SITE,24,-1,-1,-2061.794,-1812.166,-10.04,-274101.062,8144999.057,-4.624250708,-4.678929454,137.4110607,-4491,10348.25,15844.23,2587.99,3961.56,0,0,0,439225028,470
ROVER,24,0,0,-2061.794,-1812.166,-10.04,-274101.062,8144999.057,-4.624250708,-4.678929454,137.4110607,-4491,10348.25,15844.23,2587.99,3961.56,2.279,0.398,-150.502,439225028,470
ROVER,24,192,-1,-2098.939,-1841.506,-11.26,-274138.207,8144969.717,-4.624877367,-4.679563457,137.4105657,-4489.78,10496.83,15726.87,2625.13,3932.22,9.312,7.901,-144.195,439401217,472
ROVER,24,312,-1,-2099.127,-1846.756,-10.91,-274138.395,8144964.467,-4.624880538,-4.679566666,137.4104771,-4490.13,10497.58,15705.87,2625.32,3926.97,3.845,5.94,-155.314,439576856,474
ROVER,24,366,-1,-2103.659,-1849.144,-11.28,-274142.927,8144962.079,-4.624956996,-4.67964402,137.4104368,-4489.76,10515.71,15696.32,2629.85,3924.59,1.963,4.529,-173.795,439844068,477
ROVER,24,378,-1,-2103.129,-1848.726,-11.28,-274142.397,8144962.497,-4.624948055,-4.679634973,137.4104439,-4489.76,10513.59,15697.99,2629.32,3925,1.732,3.792,-173.436,440821184,488
ROVER,24,408,-1,-2104.283,-1849.121,-11.31,-274143.551,8144962.102,-4.624967523,-4.67965467,137.4104372,-4489.73,10518.2,15696.41,2630.48,3924.61,3.031,4.14,-173.297,440993690,490
SITE,25,-1,-1,-2121.571,-1858.184,-12.27,-274160.839,8144953.039,-4.625259182,-4.679949747,137.4102843,-4488.77,10587.36,15660.16,2647.76,3915.55,0,0,0,441349909,494
ROVER,25,0,0,-2121.571,-1858.184,-12.27,-274160.839,8144953.039,-4.625259182,-4.679949747,137.4102843,-4488.77,10587.36,15660.16,2647.76,3915.55,5.348,7.87,-148.37,441349909,494
ROVER,25,154,-1,-2122.492,-1879.628,-11.26,-274161.76,8144931.595,-4.62527472,-4.679965467,137.4099225,-4489.78,10591.04,15574.38,2648.68,3894.1,6.724,2.952,-149.592,442241000,504
ROVER,25,242,-1,-2138.819,-1897.288,-12.03,-274178.087,8144913.935,-4.625550167,-4.680244142,137.4096246,-4489.01,10656.35,15503.74,2665.01,3876.44,2.282,3.792,-145.044,442416587,506
ROVER,25,312,-1,-2147.619,-1900.24,-11.89,-274186.887,8144910.983,-4.625698628,-4.680394343,137.4095748,-4489.15,10691.55,15491.93,2673.81,3873.49,3.447,-0.864,-161.392,442593148,508
ROVER,25,510,-1,-2172.644,-1900.642,-13.19,-274211.912,8144910.581,-4.626120815,-4.680821478,137.409568,-4487.85,10791.65,15490.32,2698.84,3873.09,3.198,4.13,-170.297,442857639,511
ROVER,25,540,-1,-2173.93,-1901.058,-13.22,-274213.198,8144910.165,-4.62614251,-4.680843427,137.409561,-4487.82,10796.79,15488.66,2700.12,3872.67,3.294,1.695,-169.493,443037282,513
ROVER,25,750,-1,-2197.176,-1920.683,-14.28,-274236.444,8144890.54,-4.626534684,-4.681240198,137.4092299,-4486.76,10889.78,15410.16,2723.37,3853.05,4.166,8.418,-148.799,443214024,515
ROVER,25,886,-1,-2197.435,-1936.287,-13.79,-274236.703,8144874.936,-4.626539054,-4.681244618,137.4089667,-4487.25,10890.81,15347.74,2723.63,3837.44,7.455,3.949,-134.338,443478540,518
ROVER,25,1070,-1,-2194.036,-1960.804,-11.58,-274233.304,8144850.419,-4.626481711,-4.681186603,137.408553,-4489.46,10877.22,15249.68,2720.23,3812.93,3.881,-0.324,-134.269,443568336,519
ROVER,25,1238,-1,-2215.354,-1974.455,-11.24,-274254.622,8144836.768,-4.626841358,-4.681550466,137.4083227,-4489.8,10962.49,15195.07,2741.55,3799.28,0.99,4.221,-150.11,443662915,520
ROVER,25,1296,-1,-2225.611,-1976.533,-11.76,-274264.879,8144834.69,-4.6270144,-4.681725535,137.4082877,-4489.28,11003.52,15186.76,2751.8,3797.2,-0.843,4.216,171.057,443748844,521
ROVER,25,1496,-1,-2227.736,-2000.642,-14.08,-274267.004,8144810.581,-4.62705025,-4.681761805,137.407881,-4486.96,11012.02,15090.32,2753.93,3773.09,-3.311,3.069,-140.15,444013194,524
ROVER,25,1638,-1,-2223.933,-2013.395,-13.68,-274263.201,8144797.828,-4.626986091,-4.681696895,137.4076658,-4487.36,10996.8,15039.31,2750.13,3760.34,8.334,3.081,-140.166,444195641,526
SITE,26,-1,-1,-2205.207,-2031.384,-13.45,-274244.475,8144779.839,-4.626670172,-4.681377273,137.4073623,-4487.59,10921.9,14967.36,2731.4,3742.35,0,0,0,444282969,527
ROVER,26,0,0,-2205.207,-2031.384,-13.45,-274244.475,8144779.839,-4.626670172,-4.681377273,137.4073623,-4487.59,10921.9,14967.36,2731.4,3742.35,-4.372,5.002,-142.103,444282969,527
ROVER,26,184,-1,-2198.119,-2037.296,-14.3,-274237.387,8144773.927,-4.626550593,-4.681256293,137.4072626,-4486.74,10893.55,14943.71,2724.31,3736.43,-2.87,0.096,-130.962,444369371,528
ROVER,26,208,-1,-2197.423,-2036.341,-14.28,-274236.691,8144774.882,-4.626538851,-4.681244414,137.4072787,-4486.76,10890.76,14947.53,2723.62,3737.39,-2.167,-3.528,-131.611,444724577,532
ROVER,26,292,-1,-2200.94,-2040.153,-14.18,-274240.208,8144771.07,-4.626598185,-4.681304443,137.4072144,-4486.86,10904.83,14932.28,2727.13,3733.58,6.316,13.286,-76.846,444808208,533
ROVER,26,366,-1,-2200.457,-2047.261,-13.09,-274239.725,8144763.962,-4.626590037,-4.681296199,137.4070945,-4487.95,10902.9,14903.85,2726.65,3726.47,11.239,-3.834,-88.613,444990499,535
ROVER,26,708,-1,-2209.716,-2082.978,-11.76,-274248.984,8144728.245,-4.626746242,-4.681454234,137.4064919,-4489.28,10939.94,14760.98,2735.91,3690.75,-1.059,1.313,-142.417,445260538,538
ROVER,26,1102,-1,-2212.419,-2152.561,-13.54,-274251.687,8144658.662,-4.626791843,-4.68150037,137.405318,-4487.5,10950.75,14482.65,2738.61,3621.17,-1.705,0.829,-145.136,445439779,540
ROVER,26,1274,-1,-2218.502,-2174.429,-13.99,-274257.77,8144636.794,-4.626894467,-4.681604197,137.4049491,-4487.05,10975.08,14395.18,2744.69,3599.3,1.964,0.145,-144.277,445615655,542
SITE,27,-1,-1,-2225.456,-2220.236,-12.63,-274264.724,8144590.987,-4.627011785,-4.68172289,137.4041763,-4488.41,11002.9,14211.95,2751.65,3553.49,0,0,0,445883755,545
ROVER,27,0,18,-2225.456,-2220.236,-12.63,-274264.724,8144590.987,-4.627011785,-4.68172289,137.4041763,-4488.41,11002.9,14211.95,2751.65,3553.49,3.123,0.156,-135.198,445883755,545
ROVER,27,24,-1,-2226.234,-2220.986,-12.67,-274265.502,8144590.237,-4.62702491,-4.681736169,137.4041636,-4488.37,11006.01,14208.95,2752.43,3552.74,2.82,-0.955,-135.408,445966651,546
ROVER,27,520,-1,-2276.2,-2301.984,-10,-274315.468,8144509.239,-4.627867867,-4.682589004,137.4027971,-4491.04,11205.87,13884.96,2802.39,3471.75,0.279,2.665,131.551,446057475,547
ROVER,27,968,-1,-2330.502,-2374.352,-13.81,-274369.77,8144436.871,-4.628783975,-4.683515848,137.4015762,-4487.23,11423.08,13595.48,2856.69,3399.38,-2.682,-0.435,135.758,446146468,548
ROVER,27,1004,-1,-2336.707,-2373.799,-13.82,-274375.975,8144437.424,-4.628888657,-4.683621757,137.4015856,-4487.22,11447.9,13597.7,2862.9,3399.93,-2.917,3.146,-177.62,446234386,549
ROVER,27,1124,-1,-2342.202,-2384.718,-14.31,-274381.47,8144426.505,-4.628981361,-4.683715548,137.4014014,-4486.73,11469.88,13554.02,2868.39,3389.01,-2.791,3.234,-175.786,446322454,550
SITE,28,-1,-1,-2386.434,-2442.512,-13.41,-274425.702,8144368.711,-4.629727581,-4.684470513,137.4004263,-4487.63,11646.81,13322.84,2912.63,3331.22,0,0,0,446500029,552
ROVER,28,0,18,-2386.434,-2442.512,-13.41,-274425.702,8144368.711,-4.629727581,-4.684470513,137.4004263,-4487.63,11646.81,13322.84,2912.63,3331.22,-6.428,3.053,-131.042,446500029,552
ROVER,28,264,-1,-2440.024,-2453.668,-13.56,-274479.292,8144357.555,-4.630631677,-4.685385204,137.4002381,-4487.48,11861.17,13278.22,2966.22,3320.06,-4.929,3.466,-168.955,446591078,553
ROVER,28,298,-1,-2441.211,-2453.776,-13.57,-274480.479,8144357.447,-4.630651702,-4.685405464,137.4002363,-4487.47,11865.92,13277.79,2967.4,3319.95,-4.89,3.38,-173.839,446679017,554
ROVER,28,634,-1,-2484.414,-2448.006,-16.21,-274523.682,8144363.217,-4.631380563,-4.686142867,137.4003337,-4484.83,12038.73,13300.87,3010.61,3325.72,5.737,4.876,179.152,446768537,555
ROVER,28,914,-1,-2539.061,-2436.669,-17.59,-274578.329,8144374.554,-4.632302491,-4.687075599,137.4005249,-4483.45,12257.32,13346.22,3065.25,3337.06,-1.991,5.559,-145.01,447122072,559
ROVER,28,1122,-1,-2545.452,-2460.052,-19.54,-274584.72,8144351.171,-4.632410311,-4.687184683,137.4001304,-4481.5,12282.88,13252.68,3071.64,3313.68,-0.958,6.425,-145.48,447210729,560
ROVER,28,1350,-1,-2538.209,-2484.288,-20.07,-274577.477,8144326.935,-4.632288117,-4.687061057,137.3997216,-4480.97,12253.91,13155.74,3064.4,3289.44,-3.763,4.63,-164.681,447298677,561
ROVER,28,1374,-1,-2537.096,-2483.924,-20,-274576.364,8144327.299,-4.63226934,-4.68704206,137.3997277,-4481.04,12249.46,13157.2,3063.29,3289.81,-5.298,3.515,-164.994,447386901,562
SITE,29,-1,-1,-2551.646,-2480.779,-20.68,-274590.914,8144330.444,-4.632514808,-4.687290404,137.3997808,-4480.36,12307.66,13169.78,3077.84,3292.95,0,0,0,447479321,563
ROVER,29,0,36,-2551.646,-2480.779,-20.68,-274590.914,8144330.444,-4.632514808,-4.687290404,137.3997808,-4480.36,12307.66,13169.78,3077.84,3292.95,-0.177,-3.305,-28.569,447479321,563
ROVER,29,298,-1,-2568.481,-2518.231,-17.62,-274607.749,8144292.992,-4.632798824,-4.687577749,137.3991489,-4483.42,12375,13019.97,3094.67,3255.5,5.248,7.27,179.483,447567971,564
ROVER,29,536,-1,-2598.888,-2524.711,-19.94,-274638.156,8144286.512,-4.633311809,-4.688096745,137.3990396,-4481.1,12496.62,12994.05,3125.08,3249.02,-2.46,4.015,114.957,447650313,565
ROVER,29,566,-1,-2599.436,-2523.45,-19.93,-274638.704,8144287.773,-4.633321054,-4.688106098,137.3990609,-4481.11,12498.82,12999.09,3125.63,3250.28,-3.904,2.445,114.995,447742213,566
ROVER,29,1020,-1,-2661.04,-2502.399,-20.76,-274700.308,8144308.824,-4.634360351,-4.689157575,137.399416,-4480.28,12745.23,13083.3,3187.23,3271.33,6.017,1.161,-26.837,447920294,568
SITE,30,-1,-1,-2685.368,-2405.623,-19,-274724.636,8144405.6,-4.634770779,-4.689572812,137.4010487,-4482.04,12842.54,13470.4,3211.56,3368.11,0,0,0,448011039,569
ROVER,30,0,36,-2685.368,-2405.623,-19,-274724.636,8144405.6,-4.634770779,-4.689572812,137.4010487,-4482.04,12842.54,13470.4,3211.56,3368.11,1.808,4.193,-141.518,448011039,569
ROVER,30,484,-1,-2740.263,-2338.933,-22.59,-274779.531,8144472.29,-4.635696891,-4.690509777,137.4021738,-4478.45,13062.12,13737.16,3266.46,3434.8,4.532,-0.536,-144.591,448278893,572
ROVER,30,740,-1,-2778.437,-2339.026,-22.36,-274817.705,8144472.197,-4.636340909,-4.691161343,137.4021722,-4478.68,13214.82,13736.79,3304.63,3434.7,6.742,1.192,170.814,448456995,574
ROVER,30,786,-1,-2781.132,-2338.43,-22.33,-274820.4,8144472.793,-4.636386375,-4.691207342,137.4021823,-4478.71,13225.6,13739.17,3307.32,3435.3,5.246,-3.425,-169.305,449075252,581
ROVER,30,820,-1,-2779.606,-2338.277,-22.3,-274818.874,8144472.946,-4.636360631,-4.691181296,137.4021849,-4478.74,13219.5,13739.78,3305.8,3435.45,5.954,4.299,137.199,449520125,586
ROVER,30,938,-1,-2774.154,-2319.668,-24,-274813.422,8144491.555,-4.636268652,-4.691088239,137.4024988,-4477.04,13197.69,13814.22,3300.35,3454.06,1.977,2.795,91.116,449607689,587
ROVER,30,1254,-1,-2811.543,-2302.263,-23.02,-274850.811,8144508.96,-4.636899427,-4.691726406,137.4027924,-4478.02,13347.24,13883.84,3337.74,3471.47,3.942,-0.808,139.856,449694195,588
SITE,31,-1,-1,-2838.917,-2291.934,-22.64,-274878.185,8144519.289,-4.637361243,-4.692193634,137.4029667,-4478.4,13456.74,13925.16,3365.11,3481.8,0,0,0,449782827,589
ROVER,31,0,46,-2838.917,-2291.934,-22.64,-274878.185,8144519.289,-4.637361243,-4.692193634,137.4029667,-4478.4,13456.74,13925.16,3365.11,3481.8,0.839,-0.907,-112.21,449782827,589
ROVER,31,216,-1,-2860.76,-2296.108,-22.09,-274900.028,8144515.115,-4.637729748,-4.692566457,137.4028963,-4478.95,13544.11,13908.46,3386.95,3477.62,0.382,-0.84,177.618,450131308,593
ROVER,31,538,-1,-2891.56,-2309.887,-21.84,-274930.828,8144501.336,-4.638249363,-4.693092161,137.4026638,-4479.2,13667.31,13853.34,3417.75,3463.84,6.274,-1.364,-120.627,450318011,595
ROVER,31,634,-1,-2889.952,-2323.855,-20.87,-274929.22,8144487.368,-4.638222235,-4.693064715,137.4024282,-4480.17,13660.88,13797.47,3416.14,3449.88,1.471,4.888,144.341,450492449,597
ROVER,31,718,-1,-2889.806,-2332.363,-20.74,-274929.074,8144478.86,-4.638219771,-4.693062223,137.4022846,-4480.3,13660.3,13763.44,3416,3441.37,0.981,-1.009,-101.201,450494492,597
ROVER,31,724,-1,-2889.987,-2333.342,-20.73,-274929.255,8144477.881,-4.638222825,-4.693065313,137.4022681,-4480.31,13661.02,13759.52,3416.18,3440.39,2.586,0.231,-99.226,450494816,597
ROVER,31,946,-1,-2901.473,-2330.608,-21.27,-274940.741,8144480.615,-4.638416601,-4.693261359,137.4023142,-4479.77,13706.96,13770.46,3427.67,3443.12,0.247,0.75,-89.945,451023535,603
ROVER,31,1052,-1,-2913.664,-2331.77,-21.14,-274952.932,8144479.453,-4.63862227,-4.693469439,137.4022946,-4479.9,13755.73,13765.81,3439.86,3441.96,-2.711,-2.757,-156.389,451024984,603
ROVER,31,1094,-1,-2919.893,-2334.467,-21.06,-274959.161,8144476.756,-4.638727357,-4.693575757,137.4022491,-4479.98,13780.64,13755.02,3446.09,3439.26,-1.42,-4.964,-153.682,451026327,603
ROVER,31,1256,-1,-2927.767,-2347.27,-21.6,-274967.035,8144463.953,-4.638860196,-4.693710153,137.4020331,-4479.44,13812.14,13703.81,3453.96,3426.46,-0.382,8.069,-44.112,451295786,606
ROVER,31,1330,-1,-2926.739,-2348.639,-21.88,-274966.007,8144462.584,-4.638842854,-4.693692607,137.40201,-4479.16,13808.03,13698.34,3452.93,3425.09,-1.531,9.185,-55.2,451557571,609
ROVER,31,1472,-1,-2945.559,-2337.331,-21.42,-274984.827,8144473.892,-4.639160358,-4.694013833,137.4022008,-4479.62,13883.31,13743.57,3471.75,3436.4,-4.655,5.703,119.447,453422632,630
SITE,32,-1,-1,-2969.931,-2340.652,-22.68,-275009.199,8144470.571,-4.639571529,-4.694429821,137.4021448,-4478.36,13980.8,13730.28,3496.12,3433.08,0,0,0,453512673,631
ROVER,32,0,24,-2969.931,-2340.652,-22.68,-275009.199,8144470.571,-4.639571529,-4.694429821,137.4021448,-4478.36,13980.8,13730.28,3496.12,3433.08,-0.447,5.645,-118.063,453512673,631
ROVER,32,478,-1,-3018.463,-2387.062,-25.68,-275057.731,8144424.161,-4.640390293,-4.69525818,137.4013618,-4475.36,14174.92,13544.64,3544.66,3386.67,-3.354,4.527,144.232,453780539,634
ROVER,32,794,-1,-3026.217,-2458.859,-25.12,-275065.485,8144352.364,-4.640521108,-4.695390528,137.4001506,-4475.92,14205.94,13257.46,3552.41,3314.87,-3.052,5.497,-169.682,453868770,635
ROVER,32,1020,-1,-2995.637,-2509.274,-26.67,-275034.905,8144301.949,-4.640005204,-4.694868579,137.3993,-4474.37,14083.62,13055.8,3521.83,3264.46,-1.718,4.326,-90.076,453957275,636
SITE,33,-1,-1,-3008.937,-2541.198,-26.21,-275048.205,8144270.025,-4.640229583,-4.695095588,137.3987615,-4474.83,14136.82,12928.1,3535.13,3232.53,0,0,0,454044709,637
ROVER,33,0,14,-3008.937,-2541.198,-26.21,-275048.205,8144270.025,-4.640229583,-4.695095588,137.3987615,-4474.83,14136.82,12928.1,3535.13,3232.53,-4.894,-2.019,-123.958,454044709,637
ROVER,33,308,-1,-2992.181,-2569.78,-26.16,-275031.449,8144241.443,-4.6399469,-4.694809591,137.3982793,-4474.88,14069.8,12813.77,3518.37,3203.95,-1.057,-1.136,-91.026,454400255,641
ROVER,33,660,-1,-3012.762,-2650.599,-22.5,-275052.03,8144160.624,-4.640294114,-4.695160874,137.3969158,-4478.54,14152.12,12490.5,3538.95,3123.13,2.981,1.955,-108.968,454576676,643
ROVER,33,1036,-1,-3047.757,-2741.467,-25.29,-275087.025,8144069.756,-4.6408845,-4.695758179,137.3953828,-4475.75,14292.1,12127.02,3573.95,3032.26,-6.11,1.977,179.643,454664991,644
SITE,34,-1,-1,-3034.666,-2768.204,-27.63,-275073.934,8144043.019,-4.640663647,-4.695534738,137.3949317,-4473.41,14239.74,12020.08,3560.86,3005.53,0,0,0,454933775,647
ROVER,34,0,12,-3034.666,-2768.204,-27.63,-275073.934,8144043.019,-4.640663647,-4.695534738,137.3949317,-4473.41,14239.74,12020.08,3560.86,3005.53,2.552,2.751,-60.797,454933775,647
ROVER,34,286,-1,-3021.065,-2805.501,-26.05,-275060.333,8144005.722,-4.64043419,-4.695302592,137.3943025,-4474.99,14185.33,11870.89,3547.26,2968.23,-2.312,0.268,150.099,455114680,649
ROVER,34,416,-1,-3046.992,-2821.599,-27.25,-275086.26,8143989.624,-4.640871594,-4.695745122,137.3940309,-4473.79,14289.04,11806.5,3573.18,2952.13,0.144,6.228,-179.527,455288063,651
ROVER,34,774,-1,-3077.001,-2899.764,-28,-275116.269,8143911.459,-4.641377864,-4.696257325,137.3927122,-4473.04,14409.08,11493.84,3603.19,2873.97,-1.996,3.792,-110.11,455641206,655
ROVER,34,1120,-1,-3111.711,-2928.046,-27.51,-275150.979,8143883.177,-4.641963443,-4.696849765,137.3922351,-4473.53,14547.92,11380.71,3637.9,2845.68,-4.52,-3.71,-130.538,455736078,656
SITE,35,-1,-1,-3123.407,-3040.435,-28.03,-275162.675,8143770.788,-4.642160762,-4.697049396,137.390339,-4473.01,14594.7,10931.15,3649.6,2733.3,0,0,0,455821633,657
ROVER,35,0,0,-3123.407,-3040.435,-28.03,-275162.675,8143770.788,-4.642160762,-4.697049396,137.390339,-4473.01,14594.7,10931.15,3649.6,2733.3,-2.499,0.691,-129.87,455821633,657
ROVER,35,238,-1,-3146.671,-3062.688,-27.31,-275185.939,8143748.535,-4.642553239,-4.697446473,137.3899636,-4473.73,14687.76,10842.14,3672.86,2711.04,0.992,-2.041,150.429,455909293,658
ROVER,35,998,-1,-3207.7,-3153.724,-26.69,-275246.968,8143657.499,-4.643582836,-4.698488135,137.3884278,-4474.35,14931.87,10478,3733.89,2620.01,0.26,-0.815,-104.38,456178533,661
SITE,36,-1,-1,-3309.232,-3224.94,-30.83,-275348.5,8143586.283,-4.645295742,-4.700221113,137.3872263,-4470.21,15338,10193.13,3835.42,2548.79,0,0,0,456268040,662
ROVER,36,0,0,-3309.232,-3224.94,-30.83,-275348.5,8143586.283,-4.645295742,-4.700221113,137.3872263,-4470.21,15338,10193.13,3835.42,2548.79,2.214,2.791,-145.705,456268040,662
ROVER,36,178,-1,-3331.021,-3235.245,-32.51,-275370.289,8143575.978,-4.645663335,-4.700593014,137.3870525,-4468.53,15425.16,10151.91,3857.21,2538.49,-2.343,2.339,119.674,456353724,663
ROVER,36,416,-1,-3389.458,-3263.615,-32.53,-275428.726,8143547.608,-4.646649203,-4.701590434,137.3865738,-4468.51,15658.9,10038.43,3915.65,2510.12,1.839,-2.557,160.569,456441208,664
ROVER,36,1146,-1,-3453.945,-3367.043,-30.35,-275493.213,8143444.18,-4.647737138,-4.702691117,137.3848289,-4470.69,15916.85,9624.72,3980.14,2406.69,-2.953,2.316,179.475,456537122,665
SITE,37,-1,-1,-3550.577,-3375.867,-29.84,-275589.845,8143435.356,-4.649367378,-4.704340461,137.3846801,-4471.2,16303.38,9589.42,4076.77,2397.86,0,0,0,456799357,668
ROVER,37,0,0,-3550.577,-3375.867,-29.84,-275589.845,8143435.356,-4.649367378,-4.704340461,137.3846801,-4471.2,16303.38,9589.42,4076.77,2397.86,7.077,3.247,-129.809,456799357,668
ROVER,37,292,-1,-3558.254,-3413.276,-33.11,-275597.522,8143397.947,-4.649496894,-4.704471494,137.384049,-4467.93,16334.09,9439.79,4084.45,2360.45,-2.399,-1.281,-179.704,456887083,669
ROVER,37,1070,-1,-3639.775,-3365.272,-31.11,-275679.043,8143445.951,-4.650872202,-4.705862919,137.3848588,-4469.93,16660.17,9631.8,4165.97,2408.46,-1.359,-2.972,-160.056,456980844,670
ROVER,37,1542,-1,-3728.672,-3427.363,-28.76,-275767.94,8143383.86,-4.652371948,-4.707380238,137.3838113,-4472.28,17015.76,9383.44,4254.86,2346.37,2.121,-2.513,79.88,457064369,671
SITE,38,-1,-1,-3797.657,-3405.334,-27.16,-275836.925,8143405.889,-4.653535767,-4.708557694,137.384183,-4473.88,17291.7,9471.56,4323.85,2368.4,0,0,0,457152420,672
ROVER,38,0,44,-3797.657,-3405.334,-27.16,-275836.925,8143405.889,-4.653535767,-4.708557694,137.384183,-4473.88,17291.7,9471.56,4323.85,2368.4,0.217,-2.907,-7.212,457152420,672
ROVER,38,58,-1,-3792.456,-3406.049,-27.19,-275831.724,8143405.174,-4.653448023,-4.708468922,137.3841709,-4473.85,17270.9,9468.7,4318.65,2367.68,5.422,-0.16,89.179,457337794,674
ROVER,38,202,-1,-3795.273,-3422.156,-27.28,-275834.541,8143389.067,-4.653495547,-4.708517004,137.3838992,-4473.76,17282.16,9404.27,4321.47,2351.57,-7.009,-5.362,69.919,457506263,676
ROVER,38,338,-1,-3814.709,-3422.115,-28.68,-275853.977,8143389.108,-4.653823445,-4.708848743,137.3838998,-4472.36,17359.91,9404.43,4340.9,2351.62,-1.414,3.758,153.897,457590526,677
ROVER,38,792,-1,-3880.057,-3413.288,-29.55,-275919.325,8143397.935,-4.654925905,-4.709964121,137.3840488,-4471.49,17621.3,9439.74,4406.25,2360.44,-4.536,-3.718,90.269,457683811,678
ROVER,38,816,-1,-3880.058,-3412.02,-29.29,-275919.326,8143399.203,-4.654925922,-4.709964138,137.3840702,-4471.75,17621.3,9444.81,4406.25,2361.71,-3.748,-3.079,89.481,457773877,679
ROVER,38,1266,-1,-3912.397,-3378.167,-30.54,-275951.665,8143433.056,-4.6554715,-4.71051611,137.3846413,-4470.5,17750.66,9580.22,4438.59,2395.56,2.185,-3.582,-139.708,458129720,683
SITE,39,-1,-1,-3961.96,-3402.169,-33.73,-276001.228,8143409.054,-4.656307658,-4.711362065,137.3842363,-4467.31,17948.91,9484.22,4488.15,2371.56,0,0,0,458310547,685
