frame,site,drive,pose,landing_x,landing_y,landing_z,northing,easting,planetocentric_latitude,planetodetic_latitude,longitude,elevation,map_pixel_line,map_pixel_sample,dem_pixel_line,dem_pixel_sample,roll,pitch,yaw,sclk,sol
ROVER,50,1222,-1,-4974.433,-4333.229,-67.93,-277013.701,8142477.994,-4.67338869,-4.728643233,137.3685288,-4433.11,21998.8,5759.98,5500.63,1440.5,1.235,2.132,140.507,499683830,1151
ROVER,50,1624,-1,-5003.936,-4349.645,-66.6,-277043.204,8142461.578,-4.673886423,-4.729146798,137.3682519,-4434.44,22116.82,5694.31,5530.13,1424.09,0.471,5.786,-148.998,499861279,1153
ROVER,50,1928,-1,-5034.08,-4374.259,-67.79,-277073.348,8142436.964,-4.674394971,-4.729661304,137.3678366,-4433.25,22237.39,5595.86,5560.27,1399.47,6.203,2.329,-133.067,500038830,1155
ROVER,50,2438,-1,-5081.689,-4416.968,-68.8,-277120.957,8142394.255,-4.675198163,-4.730473907,137.3671161,-4432.24,22427.83,5425.02,5607.88,1356.76,0.898,5.368,-134.835,500298951,1158
ROVER,50,2772,-1,-5116.983,-4457.674,-67.16,-277156.251,8142353.549,-4.675793595,-4.731076314,137.3664293,-4433.88,22569,5262.2,5643.18,1316.06,2.089,2.535,-146.786,500484202,1160
ROVER,50,3076,-1,-5147.593,-4479.987,-68.7,-277186.861,8142331.236,-4.676310004,-4.731598774,137.3660529,-4432.34,22691.44,5172.94,5673.79,1293.74,4.316,0.177,-45.784,500656306,1162
SITE,51,-1,-1,-5186.043,-4476.699,-71.69,-277225.311,8142334.524,-4.676958679,-4.732255049,137.3661084,-4429.35,22845.24,5186.1,5712.24,1297.03,0,0,0,501099591,1167
ROVER,51,0,0,-5186.043,-4476.699,-71.69,-277225.311,8142334.524,-4.676958679,-4.732255049,137.3661084,-4429.35,22845.24,5186.1,5712.24,1297.03,5.952,9.262,-166.911,501099591,1167
ROVER,51,268,-1,-5221.714,-4483.147,-73.57,-277260.982,8142328.076,-4.67756047,-4.732863891,137.3659996,-4427.47,22987.93,5160.3,5747.91,1290.58,-12.157,-0.258,75.673,501188147,1168
ROVER,51,592,-1,-5264.943,-4468.599,-75.27,-277304.211,8142342.624,-4.678289769,-4.733601734,137.366245,-4425.77,23160.84,5218.5,5791.14,1305.13,-2.751,4.255,130.693,501537626,1172
ROVER,51,874,-1,-5308.372,-4479.605,-76.08,-277347.64,8142331.618,-4.679022443,-4.734342992,137.3660594,-4424.96,23334.56,5174.47,5834.56,1294.13,2.083,0.996,-174.849,501632111,1173
ROVER,51,1102,-1,-5319.988,-4499.476,-76.12,-277359.256,8142311.747,-4.679218412,-4.734541257,137.3657241,-4424.92,23381.02,5094.99,5846.18,1274.25,-3.038,0.844,176.507,501718788,1174
ROVER,51,1126,-1,-5321.139,-4499.382,-76.18,-277360.407,8142311.841,-4.67923783,-4.734560902,137.3657257,-4424.86,23385.63,5095.36,5847.33,1274.35,-3.152,0.618,175.809,502161390,1179
ROVER,51,1298,-1,-5326.216,-4497.567,-76.45,-277365.484,8142313.656,-4.679323482,-4.734647558,137.3657563,-4424.59,23405.94,5102.62,5852.41,1276.16,-1.819,4.851,177.93,502337375,1181
ROVER,51,1430,-1,-5328.57,-4505.32,-77.11,-277367.838,8142305.903,-4.679363195,-4.734687737,137.3656255,-4423.93,23415.35,5071.61,5854.76,1268.41,6.526,-1.432,-138.299,502516300,1183
ROVER,51,1800,-1,-5332.808,-4473.854,-78.12,-277372.076,8142337.369,-4.679434693,-4.734760072,137.3661564,-4422.92,23432.3,5197.48,5859,1299.88,-3.352,5.331,119.471,502694987,1185
ROVER,51,2004,-1,-5323.67,-4447.058,-78.17,-277362.938,8142364.165,-4.679280529,-4.734604102,137.3666084,-4422.87,23395.75,5304.66,5849.86,1326.67,-2.881,3.95,91.147,502878571,1187
ROVER,51,2322,-1,-5341.904,-4413.913,-79.16,-277381.172,8142397.31,-4.679588148,-4.734915325,137.3671676,-4421.88,23468.69,5437.24,5868.1,1359.82,-1.181,5.849,152.476,503313804,1192
ROVER,51,2704,-1,-5379.327,-4391.461,-81.5,-277418.595,8142419.762,-4.680219497,-4.73555407,137.3675464,-4419.54,23618.38,5527.05,5905.52,1382.27,3.013,-9.749,-30.845,503496841,1194
SITE,52,-1,-1,-5369,-4363.529,-81.13,-277408.268,8142447.694,-4.680045274,-4.735377806,137.3680176,-4419.91,23577.07,5638.78,5895.19,1410.2,0,0,0,503678245,1196
ROVER,52,0,44,-5369,-4363.529,-81.13,-277408.268,8142447.694,-4.680045274,-4.735377806,137.3680176,-4419.91,23577.07,5638.78,5895.19,1410.2,1.188,0.098,-124.519,503678245,1196
ROVER,52,4,-1,-5368.957,-4363.505,-81.13,-277408.225,8142447.718,-4.680044548,-4.735377072,137.368018,-4419.91,23576.9,5638.87,5895.15,1410.23,1.39,0.284,-124.813,504385535,1204
ROVER,52,614,-1,-5346.944,-4411.249,-79.17,-277386.212,8142399.974,-4.679673176,-4.735001349,137.3672126,-4421.87,23488.85,5447.9,5873.14,1362.48,6.653,1.857,-29.587,505359818,1215
ROVER,52,936,-1,-5310.155,-4421.843,-76.9,-277349.423,8142389.38,-4.679052523,-4.734373425,137.3670338,-4424.14,23341.69,5405.52,5836.35,1351.89,0.436,-0.273,-14.422,505447580,1216
ROVER,52,1162,-1,-5306.728,-4418.145,-77.35,-277345.996,8142393.078,-4.678994707,-4.734314932,137.3670962,-4423.69,23327.98,5420.31,5832.92,1355.59,-3.93,-0.927,-20.027,505892372,1221
ROVER,52,1312,-1,-5310.817,-4417.085,-77.61,-277350.085,8142394.138,-4.679063691,-4.734384724,137.3671141,-4423.43,23344.34,5424.55,5837.01,1356.65,4.009,-4.874,-128.445,507843637,1243
ROVER,52,1370,-1,-5311.419,-4418.803,-77.2,-277350.687,8142392.42,-4.679073848,-4.734394999,137.3670851,-4423.84,23346.75,5417.68,5837.61,1354.93,0.904,7.02,-120.228,507930412,1244
ROVER,52,1722,-1,-5328.833,-4460.532,-77.89,-277368.101,8142350.691,-4.679367632,-4.734692226,137.3663811,-4423.15,23416.4,5250.76,5855.03,1313.2,6.354,6.798,-150.363,508288518,1248
ROVER,52,2262,-1,-5291.931,-4510.638,-74.33,-277331.199,8142300.585,-4.678745073,-4.734062373,137.3655358,-4426.71,23268.8,5050.34,5818.12,1263.09,-3.507,-3.773,-32.696,508376648,1249
ROVER,52,2388,-1,-5292.829,-4508.025,-74.5,-277332.097,8142303.198,-4.678760223,-4.7340777,137.3655799,-4426.54,23272.39,5060.79,5819.02,1265.71,-3.486,-2.776,-25.416,508463083,1250
ROVER,52,2500,-1,-5279.995,-4515.545,-73.91,-277319.263,8142295.678,-4.678543706,-4.733858646,137.365453,-4427.13,23221.05,5030.71,5806.19,1258.19,1.995,4.143,-54.945,508905296,1255
ROVER,52,2668,-1,-5265.649,-4535.87,-73.41,-277304.917,8142275.353,-4.67830168,-4.733613785,137.3651101,-4427.63,23163.67,4949.41,5791.84,1237.86,-1.72,6.643,-62.117,508996043,1256
ROVER,52,2772,-1,-5259.282,-4538.113,-73.04,-277298.55,8142273.11,-4.678194265,-4.733505111,137.3650723,-4428,23138.2,4940.44,5785.47,1235.62,3.543,1.172,-120.112,509361259,1260
SITE,53,-1,-1,-5225.437,-4595.182,-70.97,-277264.705,8142216.041,-4.677623279,-4.732927436,137.3641095,-4430.07,23002.82,4712.16,5751.63,1178.55,0,0,0,509536735,1262
ROVER,53,0,0,-5225.437,-4595.182,-70.97,-277264.705,8142216.041,-4.677623279,-4.732927436,137.3641095,-4430.07,23002.82,4712.16,5751.63,1178.55,-1.49,-5.315,-33.279,509536735,1262
ROVER,53,186,-1,-5222.217,-4618.523,-68.96,-277261.485,8142192.7,-4.677568956,-4.732872476,137.3637157,-4432.08,22989.94,4618.8,5748.41,1155.21,2.378,-2.985,-88.416,509710695,1264
ROVER,53,372,-1,-5233.162,-4640.051,-67.59,-277272.43,8142171.172,-4.677753605,-4.733059288,137.3633525,-4433.45,23033.72,4532.69,5759.35,1133.68,1.335,2.478,-120.814,509969455,1267
ROVER,53,636,-1,-5255.182,-4664.354,-68.42,-277294.45,8142146.869,-4.678125095,-4.733435131,137.3629425,-4432.62,23121.8,4435.48,5781.37,1109.38,-0.678,5.007,-142.862,510154344,1269
ROVER,53,1056,-1,-5283.751,-4692.1,-73.68,-277323.019,8142119.123,-4.678607072,-4.733922754,137.3624744,-4427.36,23236.08,4324.49,5809.94,1081.63,2.906,14.723,-148.713,510597732,1274
ROVER,53,1182,-1,-5284.813,-4699.023,-74.47,-277324.081,8142112.2,-4.678624988,-4.733940881,137.3623576,-4426.57,23240.32,4296.8,5811.01,1074.71,-2.023,-2.953,-20.778,510772433,1276
ROVER,53,1284,-1,-5274.279,-4707.322,-74.65,-277313.547,8142103.901,-4.678447273,-4.733761084,137.3622176,-4426.39,23198.19,4263.6,5800.47,1066.41,4.088,7.341,-39.855,511216170,1281
ROVER,53,1470,-1,-5274.12,-4726.741,-74.58,-277313.388,8142084.482,-4.678444591,-4.73375837,137.36189,-4426.46,23197.55,4185.93,5800.31,1046.99,5.201,5.746,-145.623,511303756,1282
ROVER,53,1756,-1,-5279.932,-4765.258,-73.75,-277319.2,8142045.965,-4.678542643,-4.733857571,137.3612402,-4427.29,23220.8,4031.86,5806.12,1008.47,4.884,6.065,-125.517,511391622,1283
ROVER,53,1990,-1,-5284.953,-4788.965,-73.98,-277324.221,8142022.258,-4.67862735,-4.73394327,137.3608403,-4427.06,23240.88,3937.03,5811.15,984.77,-2.217,2.993,-150.161,511485596,1284
ROVER,53,2138,-1,-5272.981,-4796.551,-74.16,-277312.249,8142014.672,-4.678425375,-4.733738929,137.3607123,-4426.88,23193,3906.69,5799.17,977.18,-5.982,-0.273,135.154,511924236,1289
ROVER,53,2298,-1,-5262.824,-4816.532,-74.37,-277302.092,8141994.691,-4.67825402,-4.733565567,137.3603752,-4426.67,23152.37,3826.76,5789.02,957.2,-5.316,0.614,138.721,512016451,1290
ROVER,53,2406,-1,-5258.788,-4819.601,-74.01,-277298.056,8141991.622,-4.678185931,-4.733496679,137.3603234,-4427.03,23136.22,3814.49,5784.98,954.13,3.842,0.463,-112.84,512191033,1292
ROVER,53,2578,-1,-5260.94,-4834.87,-73.18,-277300.208,8141976.353,-4.678222236,-4.73353341,137.3600658,-4427.86,23144.83,3753.41,5787.13,938.86,-0.398,2.553,-109.612,512369732,1294
ROVER,53,2644,-1,-5259.723,-4838.553,-73.22,-277298.991,8141972.67,-4.678201705,-4.733512638,137.3600037,-4427.82,23139.96,3738.68,5785.92,935.18,-7.219,-12.677,-69.225,512546852,1296
ROVER,53,2980,-1,-5266.162,-4873.293,-71.39,-277305.43,8141937.93,-4.678310335,-4.733622541,137.3594176,-4429.65,23165.72,3599.72,5792.35,900.44,0.015,0.772,-124.753,512725896,1298
SITE,54,-1,-1,-5270.024,-4876.749,-71.6,-277309.292,8141934.474,-4.678375489,-4.733688458,137.3593593,-4429.44,23181.17,3585.9,5796.22,896.98,0,0,0,512994673,1301
ROVER,54,0,0,-5270.024,-4876.749,-71.6,-277309.292,8141934.474,-4.678375489,-4.733688458,137.3593593,-4429.44,23181.17,3585.9,5796.22,896.98,-0.216,-1.363,-31.76,512994673,1301
ROVER,54,6,-1,-5270.024,-4876.749,-71.6,-277309.292,8141934.474,-4.678375489,-4.733688458,137.3593593,-4429.44,23181.17,3585.9,5796.22,896.98,-0.264,-1.314,-32.496,513168540,1303
ROVER,54,10,-1,-5270.024,-4876.749,-71.6,-277309.292,8141934.474,-4.678375489,-4.733688458,137.3593593,-4429.44,23181.17,3585.9,5796.22,896.98,-0.418,-1.364,-32.123,513343746,1305
ROVER,54,88,-1,-5264.647,-4881.865,-71.91,-277303.915,8141929.358,-4.678284776,-4.733596682,137.359273,-4429.13,23159.66,3565.43,5790.84,891.87,-1.314,3.89,-80.14,513701396,1309
ROVER,54,238,-1,-5267.836,-4902.131,-70.11,-277307.104,8141909.092,-4.678338576,-4.733651113,137.3589311,-4430.93,23172.42,3484.37,5794.03,871.6,1.574,-6.575,-103.174,513787990,1310
ROVER,54,388,-1,-5259.672,-4902.207,-69.86,-277298.94,8141909.016,-4.678200844,-4.733511768,137.3589298,-4431.18,23139.76,3484.06,5785.86,871.52,8.252,0.305,-142.508,513880415,1311
ROVER,54,412,-1,-5260.613,-4902.895,-69.79,-277299.881,8141908.328,-4.67821672,-4.733527829,137.3589182,-4431.25,23143.52,3481.31,5786.81,870.84,11.476,-3.36,-144.622,514229970,1315
ROVER,54,668,-1,-5266.471,-4888.561,-71.48,-277305.739,8141922.662,-4.678315548,-4.733627815,137.35916,-4429.56,23166.96,3538.65,5792.66,885.17,-9.627,2.125,-4.053,514326616,1316
ROVER,54,746,-1,-5263.223,-4884.161,-72.04,-277302.491,8141927.062,-4.678260752,-4.733572377,137.3592342,-4429,23153.96,3556.25,5789.42,889.57,3.609,-1.965,-129.779,514412842,1317
ROVER,54,938,-1,-5262.011,-4887.776,-71.75,-277301.279,8141923.447,-4.678240305,-4.73355169,137.3591733,-4429.29,23149.12,3541.79,5788.2,885.95,-2.345,4.195,58.37,515476964,1329
ROVER,54,992,-1,-5259.37,-4886.072,-71.79,-277298.638,8141925.151,-4.678195749,-4.733506613,137.359202,-4429.25,23138.55,3548.6,5785.56,887.66,4.452,1.428,-177.461,516627180,1342
ROVER,54,1238,-1,-5264.166,-4904.819,-69.8,-277303.434,8141906.404,-4.678276661,-4.733588472,137.3588857,-4431.24,23157.74,3473.62,5790.36,868.91,-4.769,-4.66,-28.913,516810584,1344
ROVER,54,1490,-1,-5258.347,-4912.501,-67.72,-277297.615,8141898.722,-4.678178491,-4.733489152,137.3587561,-4433.32,23134.46,3442.89,5784.54,861.23,2.1,0.739,-55.334,516984857,1346
ROVER,54,1586,-1,-5262.905,-4918.774,-66.55,-277302.173,8141892.449,-4.678255387,-4.733566949,137.3586503,-4434.49,23152.69,3417.8,5789.1,854.96,1.718,-1.42,-130.563,517254163,1349
ROVER,54,1610,-1,-5262.812,-4918.996,-66.55,-277302.08,8141892.227,-4.678253818,-4.733565362,137.3586466,-4434.49,23152.32,3416.91,5789,854.73,-0.166,-0.344,-75.579,517254800,1349
ROVER,54,1778,-1,-5267.131,-4925.846,-66.18,-277306.399,8141885.377,-4.678326682,-4.73363908,137.358531,-4434.86,23169.6,3389.51,5793.32,847.88,-7.112,0.544,-124.452,517518648,1352
ROVER,54,2202,-1,-5287.473,-4967.822,-66.17,-277326.741,8141843.401,-4.678669864,-4.733986282,137.3578228,-4434.87,23250.96,3221.6,5813.67,805.91,1.291,4.229,-119.373,517605427,1353
ROVER,54,2262,-1,-5287.509,-4974.725,-65.57,-277326.777,8141836.498,-4.678670471,-4.733986897,137.3577064,-4435.47,23251.11,3193.99,5813.7,799.01,8.18,-11.375,-91.309,517960322,1357
ROVER,54,2280,-1,-5285.785,-4974.62,-65.45,-277325.053,8141836.603,-4.678641386,-4.733957471,137.3577081,-4435.59,23244.21,3194.41,5811.98,799.11,-15.01,-3.817,9.209,517961071,1357
ROVER,54,2508,-1,-5317.093,-4976.241,-67.78,-277356.361,8141834.982,-4.679169571,-4.734491844,137.3576808,-4433.26,23369.44,3187.93,5843.29,797.49,-10.133,7.812,-168.939,519025954,1369
ROVER,54,2784,-1,-5342.887,-4959.409,-70.79,-277382.155,8141851.814,-4.679604732,-4.734932103,137.3579648,-4430.25,23472.62,3255.26,5869.08,814.32,4.581,1.596,163.823,519208725,1371
ROVER,54,3036,-1,-5370.516,-4947.949,-71.58,-277409.784,8141863.274,-4.68007085,-4.735403682,137.3581581,-4429.46,23583.14,3301.1,5896.71,825.78,-5.761,4.801,163.586,519391811,1373
SITE,55,-1,-1,-5388.029,-4946.165,-71.65,-277427.297,8141865.058,-4.680366305,-4.735702598,137.3581882,-4429.39,23653.19,3308.23,5914.22,827.57,0,0,0,519653759,1376
ROVER,55,0,0,-5388.029,-4946.165,-71.65,-277427.297,8141865.058,-4.680366305,-4.735702598,137.3581882,-4429.39,23653.19,3308.23,5914.22,827.57,-0.872,-5.124,178.342,519653759,1376
ROVER,55,264,-1,-5425.261,-4951.34,-72.2,-277464.529,8141859.883,-4.680994431,-4.736338084,137.3581009,-4428.84,23802.12,3287.53,5951.45,822.39,7.99,3.307,-161.094,519836492,1378
ROVER,55,310,-1,-5429.877,-4952.966,-72.39,-277469.145,8141858.257,-4.681072306,-4.736416871,137.3580735,-4428.65,23820.58,3281.03,5956.07,820.76,7.469,10.954,159.413,519837116,1378
ROVER,55,538,-1,-5459.46,-4960.693,-73.09,-277498.728,8141850.53,-4.681571389,-4.736921801,137.3579431,-4427.95,23938.91,3250.12,5985.65,813.04,3.491,7.762,-165.199,520270844,1383
ROVER,55,940,-1,-5508.322,-4996.15,-74.69,-277547.59,8141815.073,-4.68239572,-4.73775579,137.3573449,-4426.35,24134.36,3108.29,6034.51,777.58,3.644,4.311,-156.913,520358499,1384
ROVER,55,1312,-1,-5573.781,-4987.331,-79.3,-277613.049,8141823.892,-4.683500053,-4.738873061,137.3574937,-4421.74,24396.2,3143.57,6099.97,786.4,6.388,1.195,164.427,520446188,1385
ROVER,55,1336,-1,-5574.998,-4987.047,-79.35,-277614.266,8141824.176,-4.683520585,-4.738893833,137.3574985,-4421.69,24401.06,3144.7,6101.19,786.68,6.68,1.736,167.09,520541976,1386
ROVER,55,1420,-1,-5587.564,-4988.297,-80.44,-277626.832,8141822.926,-4.683732581,-4.739108313,137.3574774,-4420.6,24451.33,3139.7,6113.76,785.43,11.018,4.295,-173.628,520627707,1387
ROVER,55,1864,-1,-5617.482,-5035.882,-81.72,-277656.75,8141775.341,-4.684237315,-4.739618961,137.3566746,-4419.32,24571,2949.36,6143.67,737.85,4.422,8.858,-153.241,521604504,1398
ROVER,55,2098,-1,-5637.689,-5059.555,-80.45,-277676.957,8141751.668,-4.68457822,-4.739963859,137.3562752,-4420.59,24651.83,2854.67,6163.88,714.18,7.236,-3.001,-119.82,521691846,1399
ROVER,55,2222,-1,-5646.103,-5065.111,-80.73,-277685.371,8141746.112,-4.684720166,-4.740107468,137.3561815,-4420.31,24685.48,2832.45,6172.3,708.62,1.299,3.615,-141.693,521776858,1400
ROVER,55,2444,-1,-5670.593,-5068.117,-83.71,-277709.861,8141743.106,-4.68513333,-4.740525473,137.3561308,-4417.33,24783.44,2820.42,6196.79,705.61,1.944,-9.288,-24.74,521868028,1401
SITE,56,-1,-1,-5673.371,-5095.352,-83.14,-277712.639,8141715.871,-4.685180197,-4.740572888,137.3556713,-4417.9,24794.56,2711.48,6199.56,678.38,0,0,0,522233528,1405
ROVER,56,0,68,-5673.371,-5095.352,-83.14,-277712.639,8141715.871,-4.685180197,-4.740572888,137.3556713,-4417.9,24794.56,2711.48,6199.56,678.38,-0.984,4.814,-42.012,522233528,1405
ROVER,56,462,-1,-5719.717,-5130.986,-85.34,-277758.985,8141680.237,-4.685962082,-4.741363933,137.3550702,-4415.7,24979.94,2568.95,6245.91,642.74,-0.713,5.634,-170.363,522668767,1410
ROVER,56,774,-1,-5760.044,-5151.168,-88.77,-277799.312,8141660.055,-4.686642423,-4.742052245,137.3547297,-4412.27,25141.25,2488.22,6286.24,622.56,-2.412,12.883,-161.592,522844106,1412
ROVER,56,1122,-1,-5790.915,-5171.289,-90.22,-277830.183,8141639.934,-4.687163235,-4.742579159,137.3543902,-4410.82,25264.73,2407.74,6317.11,602.44,0.137,6.939,152.669,523024482,1414
ROVER,56,1236,-1,-5792.195,-5166.297,-90.66,-277831.463,8141644.926,-4.687184829,-4.742601006,137.3544744,-4410.38,25269.85,2427.7,6318.39,607.43,-4.367,-6.098,-28.615,523286624,1417
ROVER,56,1326,-1,-5803.087,-5167.722,-91.44,-277842.355,8141643.501,-4.687368584,-4.742786913,137.3544504,-4409.6,25313.42,2422,6329.28,606.01,3.082,8.064,-174.989,524176670,1427
ROVER,56,1632,-1,-5836.506,-5192.816,-93.34,-277875.774,8141618.407,-4.687932383,-4.743357317,137.3540271,-4407.7,25447.1,2321.63,6362.7,580.91,3.747,4.553,-128.254,524264046,1428
ROVER,56,2034,-1,-5880.309,-5219.256,-95.63,-277919.577,8141591.967,-4.688671366,-4.744104958,137.353581,-4405.41,25622.31,2215.87,6406.5,554.47,-0.56,7.75,-167.442,524533714,1431
ROVER,56,2428,-1,-5916.21,-5228.086,-97.17,-277955.478,8141583.137,-4.689277037,-4.744717725,137.353432,-4403.87,25765.91,2180.55,6442.4,545.64,-2.466,2.636,170.696,524621018,1432
SITE,57,-1,-1,-5968.495,-5231.613,-99.71,-278007.763,8141579.61,-4.690159117,-4.745610138,137.3533725,-4401.33,25975.05,2166.44,6494.69,542.12,0,0,0,524708585,1433
ROVER,57,0,12,-5968.495,-5231.613,-99.71,-278007.763,8141579.61,-4.690159117,-4.745610138,137.3533725,-4401.33,25975.05,2166.44,6494.69,542.12,1.393,7.023,179.498,524708585,1433
ROVER,57,462,-1,-6022.592,-5263.475,-102.41,-278061.86,8141547.748,-4.691071766,-4.746533479,137.352835,-4398.63,26191.44,2038.99,6548.78,510.26,3.437,9.646,-150.953,524888289,1435
ROVER,57,774,-1,-6062.544,-5267.866,-103.98,-278101.812,8141543.357,-4.691745781,-4.74721539,137.3527609,-4397.06,26351.25,2021.43,6588.74,505.86,-4.302,2.015,149.336,525148690,1438
ROVER,57,1020,-1,-6089.515,-5247.609,-107.27,-278128.783,8141563.614,-4.692200798,-4.747675737,137.3531027,-4393.77,26459.13,2102.46,6615.71,526.12,-0.741,7.062,150.004,525240820,1439
ROVER,57,1392,-1,-6140.109,-5253.704,-112.21,-278179.377,8141557.519,-4.693054349,-4.748539288,137.3529998,-4388.83,26661.51,2078.08,6666.3,520.03,7.643,6.16,-163.813,525867649,1446
ROVER,57,1942,-1,-6206.432,-5246.08,-117.25,-278245.7,8141565.143,-4.694173258,-4.749671305,137.3531285,-4383.79,26926.8,2108.57,6732.62,527.65,2.531,9.301,154.33,526051953,1448
ROVER,57,2296,-1,-6241.99,-5228.849,-122.2,-278281.258,8141582.374,-4.694773143,-4.750278218,137.3534192,-4378.84,27069.03,2177.5,6768.18,544.88,3.83,-0.912,154.96,526398090,1452
ROVER,57,2582,-1,-6278.453,-5245.504,-120.96,-278317.721,8141565.719,-4.695388296,-4.750900577,137.3531382,-4380.08,27214.88,2110.88,6804.65,528.23,7.835,0.704,-144.283,526583050,1454
ROVER,57,2798,-1,-6267.424,-5253.315,-121.58,-278306.692,8141557.908,-4.69520223,-4.750712331,137.3530064,-4379.46,27170.77,2079.63,6793.62,520.42,-4.599,5.436,-72.081,526661784,1455
SITE,58,-1,-1,-6330.624,-5211.168,-125.23,-278369.892,8141600.055,-4.696268452,-4.751791044,137.3537174,-4375.81,27423.57,2248.22,6856.82,562.56,0,0,0,527820391,1468
ROVER,58,0,0,-6330.624,-5211.168,-125.23,-278369.892,8141600.055,-4.696268452,-4.751791044,137.3537174,-4375.81,27423.57,2248.22,6856.82,562.56,2.17,8.646,100.704,527820391,1468
ROVER,58,264,-1,-6353.003,-5186.79,-126.64,-278392.271,8141624.433,-4.696646,-4.752173014,137.3541287,-4374.4,27513.08,2345.73,6879.2,586.94,-2.166,9.104,139.218,527905852,1469
ROVER,58,642,-1,-6378.264,-5161.027,-128.36,-278417.532,8141650.196,-4.697072168,-4.752604175,137.3545634,-4372.68,27614.13,2448.78,6904.46,612.7,-1.966,6.578,142.505,528085722,1471
ROVER,58,774,-1,-6392.496,-5153.222,-129.81,-278431.764,8141658.001,-4.69731227,-4.75284709,137.354695,-4371.23,27671.06,2480,6918.69,620.51,2.194,9.801,141.961,528261656,1473
ROVER,58,912,-1,-6407.628,-5159.044,-130.96,-278446.896,8141652.179,-4.697567556,-4.753105367,137.3545968,-4370.08,27731.58,2456.72,6933.82,614.69,3.348,8.123,-167.706,528440004,1475
ROVER,58,1002,-1,-6420.159,-5158.466,-132.23,-278459.427,8141652.757,-4.697778962,-4.753319249,137.3546066,-4368.81,27781.71,2459.03,6946.35,615.26,1.416,4.85,179.56,528703116,1478
ROVER,58,1248,-1,-6455.147,-5157.094,-133.97,-278494.415,8141654.129,-4.698369231,-4.753916432,137.3546297,-4367.07,27921.66,2464.52,6981.34,616.64,2.258,7.905,178.798,528892542,1480
ROVER,58,1572,-1,-6490.808,-5141.587,-136.75,-278530.076,8141669.636,-4.698970853,-4.754525103,137.3548913,-4364.29,28064.3,2526.54,7017,632.14,1.993,10.674,150.062,529067690,1482
ROVER,58,1836,-1,-6523.12,-5124.985,-139.73,-278562.388,8141686.238,-4.699515976,-4.755076611,137.3551714,-4361.31,28193.55,2592.95,7049.31,648.75,3.435,3.989,160.981,529326729,1485
ROVER,58,1986,-1,-6530.881,-5140.695,-140.5,-278570.149,8141670.528,-4.699646909,-4.755209078,137.3549064,-4360.54,28224.6,2530.11,7057.07,633.04,8.299,2.155,-116.958,529503016,1487
ROVER,58,2046,-1,-6528.289,-5138.19,-140.23,-278567.557,8141673.033,-4.69960318,-4.755164837,137.3549486,-4360.81,28214.23,2540.13,7054.48,635.54,6.253,-6.798,-82.518,529681275,1489
ROVER,58,2136,-1,-6538.465,-5142.678,-141.2,-278577.733,8141668.545,-4.699774856,-4.755338523,137.3548729,-4359.84,28254.93,2522.18,7064.66,631.05,5.184,1.432,-147.547,530565644,1499
ROVER,58,2394,-1,-6560.649,-5129.835,-142.31,-278599.917,8141681.388,-4.700149113,-4.755717165,137.3550896,-4358.73,28343.67,2573.55,7086.84,643.9,-7.388,0.657,98.596,530659976,1500
ROVER,58,2760,-1,-6601.025,-5110.644,-146.11,-278640.293,8141700.579,-4.700830281,-4.756406312,137.3554133,-4354.93,28505.17,2650.32,7127.22,663.09,2.386,12.61,150.501,530747327,1501
ROVER,58,2946,-1,-6610.197,-5087.858,-147.2,-278649.465,8141723.365,-4.700985018,-4.756562862,137.3557978,-4353.84,28541.86,2741.46,7136.39,685.87,-0.597,4.5,133.991,530834259,1502
SITE,59,-1,-1,-6644.383,-5073.133,-149.23,-278683.651,8141738.09,-4.701561756,-4.757146357,137.3560462,-4351.81,28678.6,2800.36,7170.58,700.6,0,0,0,530924126,1503
ROVER,59,0,30,-6644.383,-5073.133,-149.23,-278683.651,8141738.09,-4.701561756,-4.757146357,137.3560462,-4351.81,28678.6,2800.36,7170.58,700.6,4.316,10.411,156.368,530924126,1503
ROVER,59,372,-1,-6695.368,-5074.409,-152.43,-278734.636,8141736.814,-4.702421904,-4.758016581,137.3560246,-4348.61,28882.54,2795.26,7221.56,699.32,0.113,9.569,-175.063,531191411,1506
ROVER,59,612,-1,-6718.687,-5086.263,-151.53,-278757.955,8141724.96,-4.70281531,-4.758414595,137.3558247,-4349.51,28975.82,2747.84,7244.88,687.47,5.266,-2.7,-139.772,531279406,1507
ROVER,59,936,-1,-6756.369,-5105.717,-150.07,-278795.637,8141705.506,-4.703451028,-4.75905776,137.3554965,-4350.97,29126.55,2670.02,7282.56,668.01,3.841,-1.085,-147.178,531368137,1508
ROVER,59,1260,-1,-6794.565,-5102.499,-151.26,-278833.833,8141708.724,-4.704095418,-4.759709698,137.3555508,-4349.78,29279.33,2682.9,7320.76,671.23,2.966,3.222,-178.388,531464980,1509
ROVER,59,1596,-1,-6834.503,-5090.428,-154.58,-278873.771,8141720.795,-4.704769196,-4.760391369,137.3557544,-4346.46,29439.08,2731.18,7360.7,683.3,0.777,7.903,161.2,531734025,1512
ROVER,59,1998,-1,-6866.676,-5065.387,-157.67,-278905.944,8141745.836,-4.705311974,-4.760940505,137.3561769,-4343.37,29567.78,2831.34,7392.87,708.34,4.508,3.51,159.944,531909892,1514
